pk_service_type;fk_package_type;serviceTypeCode;submitterNumber;submitterTypeId;minValue;maxValue;currentValue;visible;isCod;hasDeliveryPoints;labelText;name;reportname;palletteMinValue;palletteMaxValue;palletteCurrentValue;pallettePrefix;isPalletteType;fk_image_logo;paymentType;printLabel
0;0;-;-;-;0;0;0;0;NULL;0;NULL;-;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
1;1;DR;70812;L;1;999999999;2743;1;NULL;0;NULL;Do ruky;Do ruky;NULL;NULL;NULL;NULL;0;149;NULL;1
3;1;BB;70812;L;1;9999;2;0;NULL;0;NULL;Balík s udanou cenou do 10000,-Kč bez dobírky nebo s dobírkou;Balíků do 10tis.;NULL;NULL;NULL;NULL;0;NULL;NULL;1
4;1;VV;70812;L;1;9999;2;0;NULL;0;NULL;Balík s udanou cenou nad 10000,-Kč bez dobírky nebo s dobírkou;Balíků nad 10tis.;NULL;NULL;NULL;NULL;0;NULL;NULL;1
5;1;VL;70812;L;1;9999;2;0;NULL;0;NULL;Cenné psaní;Cenných psaní;NULL;NULL;NULL;NULL;0;NULL;NULL;1
8;1;RR;70812;L;1;9999;2;0;NULL;0;NULL;Doporučená zásilka;Doporučených zásilek;NULL;NULL;NULL;NULL;0;NULL;NULL;1
9;1;BA;70812;L;1;9999;2;0;NULL;0;NULL;Doporučený balíček;Doporučených balíčků;NULL;NULL;NULL;NULL;0;NULL;NULL;1
10;1;EE;70812;CZ;1;9999;2;0;NULL;0;NULL;EMS;EMS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
11;1;CE;70812;CZ;1;9999;2;0;NULL;0;NULL;Obchodní balík do ciziny;Obchodních balíků do ciziny;NULL;NULL;NULL;NULL;0;NULL;NULL;1
12;1;BN;70812;L;1;9999;2;1;NULL;0;NULL;Nadrozměrná zásilka;Nadrozměrných zásilek;NULL;NULL;NULL;NULL;0;NULL;NULL;1
13;1;DE;70812;L;1;9999;2;0;NULL;0;NULL;Do ruky se službou Garantovaný čas dodání (pracovní dny a sobota);Do ruky se službou;NULL;NULL;NULL;NULL;0;NULL;NULL;1
14;1;NP;70812;L;1;9999;2;1;NULL;1;NULL;Na poštu;Na poštu;NULL;NULL;NULL;NULL;0;93;NULL;1
15;1;BO;70812;L;1;9999;2;0;NULL;0;NULL;Obchodní balík;Obchodních balíků;NULL;NULL;NULL;NULL;0;NULL;NULL;1
25;2;SB;7;4;1;999999999;21467793;1;0;0;NULL;PPL Parcel CZ Private;PPL Parcel CZ Private;NULL;NULL;NULL;NULL;0;NULL;NULL;1
26;2;FB;7;8;1;999999999;67967049;1;0;0;NULL;PPL Parcel CZ Business;PPL Parcel CZ Business;NULL;NULL;NULL;NULL;0;NULL;NULL;1
27;2;EB;7;2;1;999999999;14902199;1;0;0;NULL;PPL Parcel Connect;PPL Exportní balík;NULL;NULL;NULL;NULL;0;NULL;NULL;1
28;2;SBD;57;4;1;999999999;81091374;1;1;0;NULL;PPL Parcel CZ Private - Dob.;PPL Parcel CZ Private - Dob.;NULL;NULL;NULL;NULL;0;NULL;NULL;1
29;2;FBD;7;8;1;999999999;1;1;1;0;NULL;PPL Parcel CZ Business - Dob.;PPL Parcel CZ Business - Dob.;NULL;NULL;NULL;NULL;0;NULL;NULL;1
30;2;EBD;7;2;1;999999999;1;0;1;0;NULL;PPL Parcel Connect - Dob.;PPL Parcel Business Europe – Dob.;NULL;NULL;NULL;NULL;0;NULL;NULL;1
31;3;CL;101;D;1,38451E+13;1,38451E+13;1,38451E+13;1;NULL;0;NULL;DPD Classic;DPD Classic;NULL;NULL;NULL;NULL;0;NULL;NULL;1
32;3;PR;327;D-B2C;1,38451E+13;1,38451E+13;1,38451E+13;1;NULL;0;NULL;DPD Private;DPD Private;NULL;NULL;NULL;NULL;0;NULL;NULL;1
33;1003;RN;1;RN;1;1000;1;1;NULL;0;DOPOR. LIST;Doporučené listy;Doporučené listy;NULL;NULL;NULL;NULL;0;NULL;NULL;1
34;1003;PL;2;PL;1;1000;1;1;NULL;0;POISTENÝ LIST;Pojištěné listy;Pojištěné listy;NULL;NULL;NULL;NULL;0;NULL;NULL;1
35;1003;UZ;3;UZ;1;1000;1;1;NULL;0;ÚŘEDNÍ ZÁSILKA;Úřední zásilky;Úřední zásilky;NULL;NULL;NULL;NULL;0;NULL;NULL;1
36;1003;BN;4;B;1;1000;1;1;NULL;1;BALÍK;Balík;Balík;NULL;NULL;NULL;NULL;0;NULL;NULL;1
37;1003;ZB;14;ZB;1;1000;1;1;NULL;1;BALÍK - ZML. ZAK;Balíky – smluvní zákazníci;Balíky – smluvní zákazníci;NULL;NULL;NULL;NULL;0;NULL;NULL;1
38;1003;EB;8;EB;1;1000;1;1;NULL;1;EXPRES KURIÉR;PPL Parcel Business Europe;PPL Exportní balík;NULL;NULL;NULL;NULL;0;NULL;NULL;1
39;2;DB;7;3;1;999999999;1;1;0;0;NULL;PPL Parcel CZ Dop. bal.;PPL Parcel CZ Dopolední balík;NULL;NULL;NULL;NULL;0;NULL;NULL;1
40;2;DBD;7;3;1;9999999999;1;1;1;0;NULL;PPL Parcel CZ Dop. bal. - Dob.;PPL CZ Dop. bal. - Dob.;NULL;NULL;NULL;NULL;0;NULL;NULL;1
41;2;SP;9;5;1;99999999999;1;0;0;1;NULL;Soukromá paleta;Soukromá paleta;15;10000;205;JJD00004008;1;NULL;NULL;1
42;2;SPD;9;5;1;999999999;1;0;1;1;NULL;Soukromá paleta - dobírka;Soukromá paleta - dobírka;15;10000;205;JJD00004008;1;NULL;NULL;1
43;2;FP;7;9;1;10000;1;1;0;0;NULL;Firemní paleta;Firemní paleta;15;10000;205;JJD00004008;1;NULL;NULL;1
44;2;FPD;7;9;1;10000;1;1;1;0;NULL;Firemní paleta - dobírka;Firemní paleta - dobírka;15;10000;205;JJD00004008;1;NULL;NULL;1
45;3;PS;337;D-B2C-PSD;1,38451E+13;1,38451E+13;1,38451E+13;1;NULL;1;NULL;DPD Pickup;DPD Pickup;NULL;NULL;NULL;NULL;0;NULL;NULL;1
46;1004;ULOZENKA;X;1;1;99999999;1;1;NULL;1;NULL;Uloženka;Uloženka;NULL;NULL;NULL;NULL;0;NULL;NULL;1
47;1004;PARTNER;X;11;1;99999999;1;1;NULL;1;NULL;Uloženka partner;Uloženka partner;NULL;NULL;NULL;NULL;0;NULL;NULL;1
48;1004;DPD_SK;X;3;1;99999999;1;1;NULL;0;NULL;DPD Classic;DPD Classic;NULL;NULL;NULL;NULL;0;NULL;NULL;1
49;1004;DPD_CZ;X;4;1;99999999;1;1;NULL;0;NULL;DPD Private;DPD Private;NULL;NULL;NULL;NULL;0;NULL;NULL;1
50;1004;DPD_PICKUP;X;5;1;99999999;1;1;NULL;1;NULL;DPD Pickup;DPD Pickup;NULL;NULL;NULL;NULL;0;NULL;NULL;1
51;1004;CP_DR;X;6;1;99999999;1;1;NULL;0;NULL;ČP - Do ruky;ČP - Do ruky;NULL;NULL;NULL;NULL;0;NULL;NULL;1
52;1004;CP_NP;X;7;1;99999999;1;1;NULL;1;NULL;ČP - Na poštu;ČP - Na poštu;NULL;NULL;NULL;NULL;0;NULL;NULL;1
53;1004;INTIME_CZ;X;8;1;99999999;1;1;NULL;1;NULL;InTime - Poštomat InPost;InTime - Poštomat InPost;NULL;NULL;NULL;NULL;0;NULL;NULL;1
54;1004;INTIME_SK;X;9;1;99999999;1;1;NULL;1;NULL;InTime - Balíkomat 24/7;InTime - Balíkomat 24/7;NULL;NULL;NULL;NULL;0;NULL;NULL;1
55;1004;INTIME_B2C;X;12;1;99999999;1;1;NULL;0;NULL;InTime - Kurýr;InTime - Kurýr;NULL;NULL;NULL;NULL;0;NULL;NULL;1
56;1004;SP_ZB;X;2;1;99999999;1;1;NULL;0;NULL;SP - Zmluvný balík;SP - Zmluvný balík;NULL;NULL;NULL;NULL;0;NULL;NULL;1
60;1005;BP;X;X;90376000800;90376050799;90376035392;1;NULL;0;NULL;Business Parcel;Business Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
61;1005;BP_PS;X;X;90353742460;90353752773;90353753960;1;NULL;1;NULL;Business Parcel - Parcel Shop;Business Parcel - Parcel Shop;NULL;NULL;NULL;NULL;0;NULL;NULL;1
62;1005;EP;X;X;90353742460;90353749459;90353742461;1;NULL;0;NULL;Express Parcel;Express Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
63;1005;EBP;X;X;90376000800;90376298378;90376318570;1;NULL;0;NULL;Euro Business Parcel;Euro Business Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
64;1005;GBP;X;X;90353742460;90353749459;90353742470;1;0;0;NULL;Global Business Parcel;Global Business Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
65;1006;ZASILKOVNA;X;Z;1;9999999999;4966519155;1;NULL;1;NULL;Zásilkovna - Výdejní místa;Zásilkovna - Výdejní místa;NULL;NULL;NULL;NULL;0;NULL;NULL;1
66;1006;CR_CP;X;13;1;9999999999;1;0;NULL;0;NULL;Česká pošta;Česká pošta;NULL;NULL;NULL;NULL;0;NULL;NULL;1
67;1006;CR_DPD;X;633;1;9999999999;1;0;NULL;0;NULL;ČR - DPD;ČR - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
68;1006;CR_INTIME;X;153;1;9999999999;1;0;NULL;0;NULL;ČR - InTime;ČR - InTime;NULL;NULL;NULL;NULL;0;NULL;NULL;1
69;1006;CR_OVA;X;134;1;9999999999;1;0;NULL;0;NULL;Expresní doručení Ostrava;Expresní doručení Ostrava;NULL;NULL;NULL;NULL;0;NULL;NULL;1
70;1006;CR_BRN;X;26637;1;9999999999;1;0;NULL;0;NULL;Expresní doručení Brno;Expresní doručení Brno;NULL;NULL;NULL;NULL;0;NULL;NULL;1
71;1006;CR_PHA;X;18928;1;9999999999;1;0;NULL;0;NULL;Expresní doručení Praha;Expresní doručení Praha;NULL;NULL;NULL;NULL;0;NULL;NULL;1
72;1006;SK_BRA;X;132;1;9999999999;1;0;NULL;0;NULL;Expresné doručenie Bratislava;Expresné doručenie Bratislava;NULL;NULL;NULL;NULL;0;NULL;NULL;1
73;1006;SK_SP;X;16;1;9999999999;1;0;NULL;0;NULL;Slovenská pošta;Slovenská pošta;NULL;NULL;NULL;NULL;0;NULL;NULL;1
74;1006;SK_KURYR;X;149;1;9999999999;1;0;NULL;0;NULL;Slovensko - Kurýr;Slovensko - Kurýr;NULL;NULL;NULL;NULL;0;NULL;NULL;1
75;1006;SK_ADRESA;X;131;1;9999999999;1;0;NULL;0;NULL;Slovensko - Doručenie na adresu;Doručenie na adresu;NULL;NULL;NULL;NULL;0;NULL;NULL;1
76;1006;AT_RP;X;80;1;9999999999;1;0;NULL;0;NULL;Rakouská pošta;Rakouská pošta;NULL;NULL;NULL;NULL;0;NULL;NULL;1
77;1006;BG_DPD;X;1234;1;9999999999;1;0;NULL;0;NULL;Bulharsko - DPD;Bulharsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
78;1006;DE_NP;X;111;1;9999999999;1;0;NULL;0;NULL;Německá pošta;Německá pošta;NULL;NULL;NULL;NULL;0;NULL;NULL;1
79;1006;HU_MP;X;763;1;9999999999;1;0;NULL;0;NULL;Maďarská pošta;Maďarská pošta;NULL;NULL;NULL;NULL;0;NULL;NULL;1
80;1006;HU_DPD;X;805;1;9999999999;1;0;NULL;0;NULL;Maďarsko - DPD;Maďarsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
81;1006;HU_TRANS;X;151;1;9999999999;1;0;NULL;0;NULL;Maďarsko - Transoflex;Maďarsko - Transoflex;NULL;NULL;NULL;NULL;0;NULL;NULL;1
82;1006;PL_PP;X;14052;1;9999999999;1;0;NULL;1;NULL;Polská pošta;Polská pošta;NULL;NULL;NULL;NULL;0;NULL;NULL;1
83;1006;PL_PP24H;X;1438;1;9999999999;1;0;NULL;0;NULL;Polská pošta 24h;Polská pošta 24h;NULL;NULL;NULL;NULL;0;NULL;NULL;1
84;1006;PL_DPD;X;1406;1;9999999999;1;0;NULL;0;NULL;Polsko - DPD;Polsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
85;1006;RO_DPD;X;836;1;9999999999;1;0;NULL;0;NULL;Rumunsko - DPD;Rumunsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
86;1006;RO_FAN;X;762;1;9999999999;1;0;NULL;0;NULL;Rumunsko - FAN;Rumunsko - FAN;NULL;NULL;NULL;NULL;0;NULL;NULL;1
87;1006;UK_ROYAL;X;1120;1;9999999999;1;0;NULL;0;NULL;Spojené království - Royal Mail;Royal Mail;NULL;NULL;NULL;NULL;0;NULL;NULL;1
88;1;DV;70812;L;1;9999;2;0;NULL;0;NULL;Do ruky pro vybrané podavatele;Do ruky pro vybrané podavatele;NULL;NULL;NULL;NULL;0;NULL;NULL;1
89;1;NB;70812;L;1;9999;2;1;NULL;1;NULL;Do balíkovny;Do balíkovny;NULL;NULL;NULL;NULL;0;148;NULL;1
90;3;PM;155;PM2;1,38451E+13;1,38451E+13;1,38451E+13;1;NULL;0;NULL;DPD 18:00;DPD 18:00;NULL;NULL;NULL;NULL;0;NULL;NULL;1
91;3;AM1;179;AM1;1,38451E+13;1,38451E+13;1,38451E+13;1;NULL;0;NULL;DPD 10:00;DPD 10:00;NULL;NULL;NULL;NULL;0;NULL;NULL;1
92;3;AM2;225;AM2;1,38451E+13;1,38451E+13;1,38451E+13;1;NULL;0;NULL;DPD 12:00;DPD 12:00;NULL;NULL;NULL;NULL;0;NULL;NULL;1
93;3;IE;302;IE2;1,38451E+13;1,38451E+13;1,38451E+13;1;NULL;0;NULL;DPD Express;DPD Express;NULL;NULL;NULL;NULL;0;NULL;NULL;1
94;3;PNEU;365;D-TYRE;1,38451E+13;1,38451E+13;1,38451E+13;1;NULL;0;NULL;DPD Pneu;DPD Pneu;NULL;NULL;NULL;NULL;0;NULL;NULL;1
95;3;EV;839;D-EVE;1,38451E+13;1,38451E+13;1,38451E+13;1;NULL;0;NULL;DPD Večer;DPD Večer;NULL;NULL;NULL;NULL;0;NULL;NULL;1
96;1007;F;X;X;5837000000;5837099999;5837000423;1;NULL;0;NULL;Rozvoz do 24 hodin;Rozvoz do 24 hodin;NULL;NULL;NULL;NULL;0;NULL;9;1
97;1007;B;X;X;5837000000;5837099999;5837000423;1;NULL;0;NULL;Zásilky do 50 kg;Zásilky do 50 kg;NULL;NULL;NULL;NULL;0;NULL;9;1
98;1007;C;X;X;5837000000;5837099999;5837000423;1;NULL;0;NULL;Economy - Rozvoz do 3 prac. dnů;Economy - Rozvoz do 3 prac. dnů;NULL;NULL;NULL;NULL;0;NULL;9;1
99;1007;S;X;X;5837000000;5837099999;5837000423;1;NULL;0;NULL;Rozvoz na Slovensko;Rozvoz na Slovensko;NULL;NULL;NULL;NULL;0;NULL;9;1
100;1007;Z;X;X;5837000000;5837099999;5837000423;0;NULL;0;NULL;Mezinárodní přeprava;Mezinárodní přeprava;NULL;NULL;NULL;NULL;0;NULL;9;1
101;1008;PV;10;X;1;99999999999;1;1;NULL;1;NULL;Parcel vnitrostátní (balíky);Parcel vnitrostátní (balíky);NULL;NULL;NULL;NULL;0;104;NULL;1
102;1008;PM;10;X;1;99999999999;1;1;NULL;1;NULL;Parcel mezinárodní (balíky);Parcel mezinárodní (balíky);NULL;NULL;NULL;NULL;0;104;NULL;1
103;1008;CV;20;X;1;1E+13;1;1;NULL;0;NULL;Cargo vnitrostátní (palety);Cargo vnitrostátní (palety);NULL;NULL;NULL;NULL;0;103;NULL;1
104;1008;CM;20;X;1;1E+13;1;1;NULL;0;NULL;Cargo mezinárodní (palety);Cargo mezinárodní (palety);NULL;NULL;NULL;NULL;0;103;NULL;1
105;1009;PV;10;X;1;99999999999;1;1;NULL;1;NULL;Parcel vnitrostátní (balíky);Parcel vnitrostátní (balíky);NULL;NULL;NULL;NULL;0;104;NULL;1
106;1009;PM;10;X;1;99999999999;1;1;NULL;1;NULL;Parcel mezinárodní (balíky);Parcel mezinárodní (balíky);NULL;NULL;NULL;NULL;0;104;NULL;1
107;1009;CV;20;X;1;1E+13;1;1;NULL;0;NULL;Cargo vnitrostátní (palety);Cargo vnitrostátní (palety);NULL;NULL;NULL;NULL;0;103;NULL;1
108;1009;CM;20;X;1;1E+13;1;1;NULL;0;NULL;Cargo mezinárodní (palety);Cargo mezinárodní (palety);NULL;NULL;NULL;NULL;0;103;NULL;1
109;1010;BP;X;X;1;99999999999;1;1;NULL;0;NULL;Business Parcel;Business Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
110;1010;BP_PS;X;X;1;99999999999;1;1;NULL;1;NULL;Business Parcel - Parcel Shop;Business Parcel - Parcel Shop;NULL;NULL;NULL;NULL;0;NULL;NULL;1
111;1010;EP;X;X;1;99999999999;1;1;NULL;0;NULL;Express Parcel;Express Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
112;1010;EBP;X;X;1;99999999999;1;1;NULL;0;NULL;Euro Business Parcel;Euro Business Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
113;1011;S-24-CZ;X;X;1;99999999;1405;1;NULL;0;NULL;Small Colli 24-CZ - do 10 kg;Small Colli 24-CZ - do 10 kg;NULL;NULL;NULL;NULL;0;NULL;NULL;1
114;1011;M-24-CZ;X;X;1;99999999;6498;1;NULL;0;NULL;Medium Colli 24-CZ - do 30 kg;Medium Colli 24-CZ - do 30 kg;NULL;NULL;NULL;NULL;0;NULL;NULL;1
115;1011;L-24-CZ;X;X;1;99999999;5000;1;NULL;0;NULL;Large Colli 24-CZ - do 50 kg;Large Colli 24-CZ - do 50 kg;NULL;NULL;NULL;NULL;0;NULL;NULL;1
116;1011;XL-24-CZ;X;X;1;99999999;1;1;NULL;0;NULL;Extra Large Colli 24-CZ - do 100 kg;Extra Large Colli 24-CZ - do 100 kg;NULL;NULL;NULL;NULL;0;NULL;NULL;1
117;1011;2XL-24-CZ;X;X;1;99999999;1;1;NULL;0;NULL;2 Extra Large Colli 24-CZ - do 800 kg;2 Extra Large Colli 24-CZ - do 800 kg;NULL;NULL;NULL;NULL;0;NULL;NULL;1
118;1011;L-24-SK;X;X;1;99999999;1;0;NULL;0;NULL;Large Colli 24-SK - do 50 kg;Large Colli 24-SK - do 50 kg;NULL;NULL;NULL;NULL;0;NULL;NULL;1
119;1011;L-48-SK;X;X;1;99999999;1;1;NULL;0;NULL;Large Colli 48-SK - do 50 kg;Large Colli 48-SK - do 50 kg;NULL;NULL;NULL;NULL;0;NULL;NULL;1
120;1011;XL-48-SK;X;X;1;99999999;1;0;NULL;0;NULL;EXtra Large Colli 48-SK - do 100 kg;EXtra Large Colli 48-SK - do 100 kg;NULL;NULL;NULL;NULL;0;NULL;NULL;1
121;1011;2XL-48-SK;X;X;1;99999999;1;0;NULL;0;NULL;2 EXtra Large Colli 48-SK - do 800 kg;2 EXtra Large Colli 48-SK - do 800 kg;NULL;NULL;NULL;NULL;0;NULL;NULL;1
122;1011;PARCEL;X;X;1;99999999;1;0;NULL;0;NULL;Euro Parcel - do 30 kg;Euro Parcel - do 30 kg;NULL;NULL;NULL;NULL;0;NULL;NULL;1
123;1011;PARCEL+;X;X;1;99999999;1;0;NULL;0;NULL;Euro Parcel+ - do 50 kg;Euro Parcel+ - do 50 kg;NULL;NULL;NULL;NULL;0;NULL;NULL;1
124;1011;PALLET;X;X;1;99999999;1;0;NULL;0;NULL;Euro Pallet - do 300 kg;Euro Pallet - do 300 kg;NULL;NULL;NULL;NULL;0;NULL;NULL;1
125;1011;PALLET+;X;X;1;99999999;1;0;NULL;0;NULL;Euro Pallet+ - do 800 kg;Euro Pallet+ - do 800 kg;NULL;NULL;NULL;NULL;0;NULL;NULL;1
126;1012;T;X;X;1;99999999999;1;1;NULL;0;NULL;24 hodin;24 hodin;1;1E+13;1;NULL;1;NULL;NULL;1
127;1012;I;X;X;1;99999999999;1;1;NULL;0;NULL;Toptime;Toptime;1;1E+13;1;NULL;1;NULL;NULL;1
128;1012;P;X;X;1;99999999999;1;1;NULL;0;NULL;Privat;Privat;1;1E+13;1;NULL;1;NULL;NULL;1
129;1012;W;X;X;1;99999999999;1;1;NULL;0;NULL;Weekend;Weekend;1;1E+13;1;NULL;1;NULL;NULL;1
130;1012;O;X;X;1;99999999999;1;1;NULL;0;NULL;Osobní odběr;Osobní odběr;1;1E+13;1;NULL;1;NULL;NULL;1
131;1012;A;X;X;1;99999999999;1;1;NULL;0;NULL;Po avizaci;Po avizaci;1;1E+13;1;NULL;1;NULL;NULL;1
132;1013;DEPOSK;X;X;1;1E+13;1;1;NULL;1;NULL;DEPO SK;DEPO SK;NULL;NULL;NULL;NULL;0;NULL;NULL;1
133;1014;BP;X;X;1;99999999999;1;1;NULL;0;NULL;Business Parcel;Business Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
134;1014;BP_PS;X;X;1;99999999999;1;1;NULL;1;NULL;Business Parcel - Parcel Shop;Business Parcel - Parcel Shop;NULL;NULL;NULL;NULL;0;NULL;NULL;1
135;1014;EP;X;X;1;99999999999;1;1;NULL;0;NULL;Express Parcel;Express Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
136;1014;EBP;X;X;1;99999999999;1;1;NULL;0;NULL;Euro Business Parcel;Euro Business Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
137;1014;GBP;X;X;1;99999999999;1;1;0;0;NULL;Global Business Parcel;Global Business Parcel;NULL;NULL;NULL;NULL;0;NULL;NULL;1
138;1015;EX;114253;X;0;99999999;0;1;NULL;0;NULL;Express;Express;1;1E+28;1;NULL;1;NULL;NULL;1
139;1015;EC;114253;X;0;99999999;0;1;NULL;0;NULL;Economy;Economy;1;1E+28;1;NULL;1;NULL;NULL;1
140;1015;DIN;122327;X;0;99999999;0;1;NULL;0;NULL;Cross Border;Cross Border;1;1E+28;1;NULL;1;NULL;NULL;1
141;1006;CR_ALL;X;106;1;9999999999;1;0;NULL;0;NULL;ČR - Nejlevnější doručení na adresu;Na adresu;NULL;NULL;NULL;NULL;0;NULL;NULL;1
142;1006;DE_HERMES;X;3946;1;9999999999;1;0;NULL;0;NULL;Německo - Hermes;Německo - Hermes;NULL;NULL;NULL;NULL;0;NULL;NULL;1
143;1006;FR_COLHOME;X;4309;1;9999999999;1;0;NULL;0;NULL;Francie - Colissimo Home;Colissimo Home;NULL;NULL;NULL;NULL;0;NULL;NULL;1
144;1006;GB_HERMES;X;3885;1;9999999999;1;0;NULL;0;NULL;Spojené království Hermes;Spojené království Hermes;NULL;NULL;NULL;NULL;0;NULL;NULL;1
145;1006;HU_BDS;X;4159;1;9999999999;1;0;NULL;0;NULL;Maďarsko - Best delivery solution;Maďarsko - Best delivery solution;NULL;NULL;NULL;NULL;0;NULL;NULL;1
146;1006;IT_GLS;X;2726;1;9999999999;1;0;NULL;0;NULL;Itálie - GLS;Itálie - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
147;1006;PL_BDS;X;4162;1;9999999999;1;0;NULL;0;NULL;Polsko - Best delivery solution;Polsko - Best delivery solution;NULL;NULL;NULL;NULL;0;NULL;NULL;1
148;1006;PL_INPOST;X;3603;1;9999999999;1;0;NULL;0;NULL;Polsko - InPost;Polsko - InPost;NULL;NULL;NULL;NULL;0;NULL;NULL;1
149;1006;PL_PACZ;X;3060;1;9999999999;1;0;NULL;1;NULL;Polsko - Paczkomaty;Polsko - Paczkomaty;NULL;NULL;NULL;NULL;0;NULL;NULL;1
150;1006;RO_BDS;X;4161;1;9999999999;1;0;NULL;0;NULL;Rumunsko - Best delivery solution;Rumunsko - Best delivery solution;NULL;NULL;NULL;NULL;0;NULL;NULL;1
151;1006;RO_CARGUS;X;590;1;9999999999;1;0;NULL;0;NULL;Rumunsko - Cargus;Rumunsko - Cargus;NULL;NULL;NULL;NULL;0;NULL;NULL;1
152;1006;SI_GLS;X;4174;1;9999999999;1;0;NULL;0;NULL;Slovinsko - GLS;Slovinsko - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
153;1006;UA_NP;X;3616;1;9999999999;1;0;NULL;1;NULL;Ukrajina - Nova Poshta;Ukrajina - Nova Poshta;NULL;NULL;NULL;NULL;0;NULL;NULL;1
154;1006;UA_ROSAN;X;1160;1;9999999999;1;0;NULL;0;NULL;Ukrajina - Rosan;Ukrajina - Rosan;NULL;NULL;NULL;NULL;0;NULL;NULL;1
155;1016;OO;X;X;1;9999999999;1;1;NULL;0;NULL;Osobní odběr;Osobní odběr;NULL;NULL;NULL;NULL;0;NULL;NULL;1
156;1016;RO;X;X;1;9999999999;1;1;NULL;0;NULL;Rozvoz;Rozvoz;NULL;NULL;NULL;NULL;0;NULL;NULL;1
157;1017;CZ_CPDR;3;X;1;99999999999;1;1;NULL;0;NULL;ČR - ČP - Do ruky;ČR - ČP - Do ruky;NULL;NULL;NULL;NULL;0;NULL;NULL;1
158;1017;CZ_CPNP;330;X;1;99999999999;1;1;NULL;0;NULL;ČR - ČP - Na poštu;ČR - ČP - Na poštu;NULL;NULL;NULL;NULL;0;NULL;NULL;1
159;1017;CZ_PPL;4;X;1;99999999999;1;1;NULL;0;NULL;ČR - PPL;ČR - PPL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
160;1017;SK_AUTO;0;X;1;99999999999;1;1;NULL;0;NULL;Slovensko - Automat;Slovensko - Automat;NULL;NULL;NULL;NULL;0;NULL;NULL;1
161;1017;SK_SP;1;X;1;99999999999;1;1;NULL;0;NULL;Slovensko - SP;Slovensko - SP;NULL;NULL;NULL;NULL;0;NULL;NULL;1
162;1017;SK_SP_BAL;1;X;1;99999999999;1;1;NULL;1;NULL;Slovensko - SP Balíkobox;Slovensko - SP Balíkobox;NULL;NULL;NULL;NULL;0;NULL;NULL;1
163;1017;SK_SP_NP;1;X;1;99999999999;1;1;NULL;1;NULL;Slovensko - SP Na poštu;Slovensko - SP Na poštu;NULL;NULL;NULL;NULL;0;NULL;NULL;1
164;1017;SK_SPS;9;X;1;99999999999;1;1;NULL;1;NULL;Slovensko - SPS;Slovensko - SPS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
165;1017;DE_DHL;6;X;1;99999999999;1;0;NULL;0;NULL;Německo - DHL;Německo - DHL;NULL;NULL;NULL;NULL;0;NULL;NULL;1
166;1017;DE_DPD;66;X;1;99999999999;1;0;NULL;0;NULL;Německo - DPD;Německo - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
167;1017;DE_GLS;50;X;1;99999999999;1;0;NULL;0;NULL;Německo - GLS;Německo - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
168;1017;DE_TRANS;22;X;1;99999999999;1;0;NULL;0;NULL;Německo - trans-o-flex;Německo - trans-o-flex;NULL;NULL;NULL;NULL;0;NULL;NULL;1
169;1017;PL_DPD;8;X;1;99999999999;1;0;NULL;0;NULL;Polsko - DPD;Polsko - DPD;NULL;NULL;NULL;NULL;0;NULL;NULL;1
170;1017;PL_PP;7;X;1;99999999999;1;0;NULL;0;NULL;Polsko - Poczta Polska;Polsko - Poczta Polska;NULL;NULL;NULL;NULL;0;NULL;NULL;1
171;1017;PL_PACZ;18;X;1;99999999999;1;0;NULL;1;NULL;Polsko - Paczkomaty;Polsko - Paczkomaty;NULL;NULL;NULL;NULL;0;NULL;NULL;1
172;1017;HU_TRANS;10;X;1;99999999999;1;0;NULL;0;NULL;Maďarsko - Transoflex;Maďarsko - Transoflex;NULL;NULL;NULL;NULL;0;NULL;NULL;1
173;1017;HU_GLS;19;X;1;99999999999;1;0;NULL;0;NULL;Maďarsko - GLS;Maďarsko - GLS;NULL;NULL;NULL;NULL;0;NULL;NULL;1
